year,state,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop,chrstprotpct,chrstcatpct,chrstorthpct,chrstangpct,chrstothrpct,chrstgenpct,judorthpct,judconspct,judrefpct,judothrpct,judgenpct,islmsunpct,islmshipct,islmibdpct,islmnatpct,islmalwpct,islmahmpct,islmothrpct,islmgenpct,budmahpct,budthrpct,budothrpct,budgenpct,zorogenpct,hindgenpct,sikhgenpct,shntgenpct,bahgenpct,taogenpct,jaingenpct,confgenpct,syncgenpct,anmgenpct,nonreligpct,othrgenpct,sumreligpct,total,dualrelig,datatype,sourcereliab,recreliab,reliabilevel,Version,sourcecode
1950,712,MON,0,49,1961,0,0,2010,0,0,0,0,0,0,0,0,0,0,0,11796,11796,0,0,58905,58905,0,0,0,0,0,0,0,0,980,348579,343716,14,765986,766000,0,0.0001,0.0026,0,0,0.0026,0,0,0,0,0,0,0,0,0,0,0,0.0154,0.0154,0,0,0.0769,0.0769,0,0,0,0,0,0,0,0,0.0013,0.4551,0.4487,0,1,1,0,13,4,10,Medium,1.1,7
1955,712,MON,0,49,2285,0,24,2358,0,0,0,0,0,0,0,0,0,0,0,24938,24938,0,0,50762,50762,0,0,0,0,0,0,0,0,1465,374480,380560,1437,834563,836000,0,0.0001,0.0027,0,0,0.0028,0,0,0,0,0,0,0,0,0,0,0,0.0298,0.0298,0,0,0.0607,0.0607,0,0,0,0,0,0,0,0,0.0018,0.4479,0.4552,0.0017,0.9983,0.9999,0,3,99,35,Low,1.1,99
1960,712,MON,0,49,2609,0,49,2707,0,0,0,0,0,0,0,0,0,0,0,38080,38080,0,0,42619,42619,0,0,0,0,0,0,0,0,1950,400380,466180,84,951916,952000,0,0.0001,0.0027,0,0.0001,0.0028,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.0448,0.0448,0,0,0,0,0,0,0,0,0.002,0.4206,0.4897,0.0001,0.9999,1,0,134,9,28,Low,1.1,2
1965,712,MON,0,49,2933,0,73,3055,0,0,0,0,0,0,0,0,0,0,0,29773,29773,0,0,34476,34476,0,0,0,0,0,0,0,0,2435,426281,588600,5380,1084620,1090000,0,0,0.0027,0,0.0001,0.0028,0,0,0,0,0,0,0,0,0,0,0,0.0273,0.0273,0,0,0.0316,0.0316,0,0,0,0,0,0,0,0,0.0022,0.3911,0.54,0.0049,0.9951,0.9999,0,3,99,35,Low,1.1,99
1970,712,MON,0,49,3257,0,97,3403,0,0,0,0,0,0,0,0,0,0,0,21466,21466,0,0,26333,26333,0,0,0,0,0,0,0,0,2920,452181,741691,6,1247994,1248000,0,0,0.0026,0,0.0001,0.0027,0,0,0,0,0,0,0,0,0,0,0,0.0172,0.0172,0,0,0.0211,0.0211,0,0,0,0,0,0,0,0,0.0023,0.3623,0.5943,0,1,0.9999,0,1,4,7,Medium,1.1,7
1975,712,MON,4328,49,3153,0,643,8173,0,0,0,0,0,0,0,0,0,0,0,23833,23833,0,0,250228,250228,0,0,0,0,0,0,0,0,4368,474840,650700,33858,1412142,1446000,0.003,0,0.0022,0,0.0004,0.0057,0,0,0,0,0,0,0,0,0,0,0,0.0165,0.0165,0,0,0.173,0.173,0,0,0,0,0,0,0,0,0.003,0.3284,0.45,0.0234,0.9766,1,0,34,9,28,Low,1.1,2
1980,712,MON,8655,50,3050,0,1190,12945,0,0,0,0,0,0,0,0,0,0,0,26200,26200,0,0,474122,474122,0,0,0,0,0,0,0,0,5815,577100,564740,78,1660922,1661000,0.0052,0,0.0018,0,0.0007,0.0078,0,0,0,0,0,0,0,0,0,0,0,0.0158,0.0158,0,0,0.2854,0.2854,0,0,0,0,0,0,0,0,0.0035,0.3474,0.34,0,1,0.9999,0,13,4,10,Medium,1.1,7
1985,712,MON,9983,150,2325,0,1358,13816,0,0,0,0,0,0,0,0,0,0,0,40600,40600,0,0,698017,698017,0,0,0,0,0,0,0,0,7263,484000,619740,14564,1863436,1878000,0.0053,0.0001,0.0012,0,0.0007,0.0074,0,0,0,0,0,0,0,0,0,0,0,0.0216,0.0216,0,0,0.3717,0.3717,0,0,0,0,0,0,0,0,0.0039,0.2577,0.33,0.0078,0.9922,1.0001,0,13,2,10,Medium,1.1,13
1990,712,MON,17310,250,1600,0,3327,22487,0,0,0,0,0,0,0,0,0,0,0,95000,95000,0,0,921911,921911,0,0,0,0,40,0,0,0,8710,465360,700750,1742,2214258,2216000,0.0078,0.0001,0.0007,0,0.0015,0.0101,0,0,0,0,0,0,0,0,0,0,0,0.0429,0.0429,0,0,0.416,0.416,0,0,0,0,0,0,0,0,0.0039,0.21,0.3162,0.0008,0.9992,0.9999,0,134,4,10,Medium,1.1,7
1995,712,MON,15044,346,2796,0,9071,27257,0,0,0,0,0,0,0,0,0,0,0,93880,93880,0,0,1145806,1145806,0,0,0,0,46,0,0,0,12341,469400,586750,11520,2335480,2347000,0.0064,0.0001,0.0012,0,0.0039,0.0116,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.4882,0.4882,0,0,0,0,0,0,0,0,0.0053,0.2,0.25,0.0049,0.9951,1,0,13,5,24,Medium,1.1,1
2000,712,MON,10000,442,2800,0,10000,23242,0,0,0,0,0,0,0,0,0,0,0,79860,79860,0,0,1732962,1732962,0,0,0,0,0,0,0,0,15972,396638,276581,136745,2525255,2662000,0.0038,0.0002,0.0011,0,0.0038,0.0087,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0.651,0.651,0,0,0,0,0,0,0,0,0.006,0.149,0.1039,0.0514,0.9486,1,0,24,4,24,Medium,1.1,83
2005,712,MON,10706,473,2997,0,10706,24882,0,0,0,0,0,0,0,0,0,0,0,85500,85500,0,0,1850000,1850000,0,0,0,0,0,0,0,0,17100,405000,296115,171403,2678597,2850000,0.0038,0.0002,0.0011,0,0.0038,0.0087,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0.6491,0.6491,0,0,0,0,0,0,0,0,0.006,0.1421,0.1039,0.0601,0.9399,0.9999,0,24,4,24,Medium,1.1,83
2010,712,MON,28833,654,3500,0,20183,53170,0,0,0,0,0,0,0,0,0,0,0,82380,82380,0,0,1455388,1455388,0,0,0,0,0,0,0,0,45000,250000,850000,10078,2735938,2746016,0.0105,0.0002,0.0013,0,0.0073,0.0194,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0.53,0.53,0,0,0,0,0,0,0,0,0.0164,0.091,0.3095,0.0037,0.9963,1,0,24,4,24,Medium,1.1,83
1950,713,TAW,118089,147055,0,393,69658,335195,0,0,0,0,0,0,0,0,0,0,0,29485,29485,0,0,1856750,1856750,0,0,0,0,0,785718,0,0,4330485,78726,1471,9170,7417830,7427000,0.0159,0.0198,0,0.0001,0.0094,0.0451,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0.25,0.25,0,0,0,0,0,0.1058,0,0,0.5831,0.0106,0.0002,0.0012,0.9988,1,0,24,4,8,Medium,1.1,7
1955,713,TAW,137911,166973,0,816,80601,386301,0,0,0,25,25,0,0,0,0,0,0,37230,37230,0,0,2351060,2351060,0,0,0,0,756,1029569,0,0,5174460,69134,8651,20814,9057186,9078000,0.0152,0.0184,0,0.0001,0.0089,0.0426,0,0,0,0,0,0,0,0,0,0,0,0.0041,0.0041,0,0,0.259,0.259,0,0,0,0,0.0001,0.1134,0,0,0.57,0.0076,0.001,0.0023,0.9977,1.0001,0,134,9,28,Low,1.1,2
1960,713,TAW,167733,186892,0,1239,111543,467407,0,0,0,51,51,0,0,0,0,0,0,42975,42975,0,0,2821760,2821760,0,0,0,0,1512,1187120,0,0,6151440,59543,15830,44362,10747638,10792000,0.0155,0.0173,0,0.0001,0.0103,0.0433,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0.2615,0.2615,0,0,0,0,0.0001,0.11,0,0,0.57,0.0055,0.0015,0.0041,0.9959,1,0,13,10,24,Medium,1.1,12
1965,713,TAW,187554,206810,0,1661,132486,528511,0,0,0,76,76,0,0,0,0,0,0,52720,52720,0,0,3335840,3335840,0,0,0,0,2267,1515360,0,0,7097960,49951,17010,28305,12599695,12628000,0.0149,0.0164,0,0.0001,0.0105,0.0419,0,0,0,0,0,0,0,0,0,0,0,0.0042,0.0042,0,0,0.2642,0.2642,0,0,0,0,0.0002,0.12,0,0,0.5621,0.004,0.0013,0.0022,0.9978,1.0001,0,134,8,28,Low,1.1,20
1970,713,TAW,277376,306728,0,2084,353428,939616,0,0,0,101,101,0,0,0,0,0,0,60465,60465,0,0,3862520,3862520,0,0,0,0,3023,1761120,0,0,7925040,40359,30189,53567,14622433,14676000,0.0189,0.0209,0,0.0001,0.0241,0.064,0,0,0,0,0,0,0,0,0,0,0,0.0041,0.0041,0,0,0.2632,0.2632,0,0,0,0,0.0002,0.12,0,0,0.54,0.0028,0.0021,0.0036,0.9964,1,0,24,4,8,Medium,1.1,7
1975,713,TAW,344438,362414,0,2392,404634,1113878,0,0,0,110,110,0,0,0,0,0,0,72482,72482,0,0,4360500,4360500,0,0,0,0,4011,1938000,0,0,8559500,28179,32094,41246,16108754,16150000,0.0213,0.0224,0,0.0001,0.0251,0.069,0,0,0,0,0,0,0,0,0,0,0,0.0045,0.0045,0,0,0.27,0.27,0,0,0,0,0.0002,0.12,0,0,0.53,0.0017,0.002,0.0026,0.9974,1,0,3,99,35,Low,1.1,99
1980,713,TAW,411500,418100,0,2700,455840,1288140,0,0,0,120,120,0,0,0,0,0,0,84500,84500,0,0,4807350,4807350,0,0,0,0,5000,2136600,0,0,9432650,16000,34000,640,17804360,17805000,0.0231,0.0235,0,0.0002,0.0256,0.0723,0,0,0,0,0,0,0,0,0,0,0,0.0047,0.0047,0,0,0.27,0.27,0,0,0,0,0.0003,0.12,0,0,0.5298,0.0009,0.0019,0,1,0.9999,0,24,4,8,Medium,1.1,7
1985,713,TAW,390750,359050,0,2200,542070,1294070,0,0,0,140,140,0,0,0,0,0,0,82250,82250,0,0,5007080,5007080,0,0,0,0,7000,2310960,0,0,10014160,33570,418500,90270,19167730,19258000,0.0203,0.0186,0,0.0001,0.0281,0.0672,0,0,0,0,0,0,0,0,0,0,0,0.0043,0.0043,0,0,0.26,0.26,0,0,0,0,0.0004,0.12,0,0,0.52,0.0017,0.0217,0.0047,0.9953,1,0,134,9,28,Low,1.1,2
1990,713,TAW,370000,300000,0,1700,623300,1295000,0,0,0,160,160,0,0,0,0,0,0,80000,80000,0,0,5291780,5291780,0,0,0,0,9000,2442360,0,0,10380030,51140,803000,530,20352470,20353000,0.0182,0.0147,0,0.0001,0.0306,0.0636,0,0,0,0,0,0,0,0,0,0,0,0.0039,0.0039,0,0,0.26,0.26,0,0,0,0,0.0004,0.12,0,0,0.51,0.0025,0.0395,0,1,0.9999,0,24,4,8,Medium,1.1,7
1995,713,TAW,363278,304219,0,1398,396304,1065199,0,0,0,168,168,0,0,0,0,0,0,82437,82437,0,0,5501921,5501921,0,0,0,0,12156,2562119,0,0,11078080,53570,881328,67022,21236978,21304000,0.0171,0.0143,0,0.0001,0.0186,0.05,0,0,0,0,0,0,0,0,0,0,0,0.0039,0.0039,0,0,0.2583,0.2583,0,0,0,0,0.0006,0.1203,0,0,0.52,0.0025,0.0414,0.0031,0.9969,1.0001,0,13,5,24,Medium,1.1,1
2000,713,TAW,605000,298000,0,0,280000,1183000,0,0,0,100,100,53000,11000,0,0,0,0,20000,84000,0,0,5486000,5486000,0,0,0,0,16000,4546000,0,12500,8762000,56000,1531250,198150,21676850,21875000,0.0277,0.0136,0,0,0.0128,0.0541,0,0,0,0,0,0.0024,0.0005,0,0,0,0,0.0009,0.0038,0,0,0.2508,0.2508,0,0,0,0,0.0007,0.2078,0,0.0006,0.4005,0.0026,0.07,0.0091,0.9909,1,0,24,4,8,High,1.1,83
2005,713,TAW,505000,300000,0,0,325000,1130000,0,0,0,100,100,0,0,0,0,0,0,88803,88803,0,0,7969500,7969500,0,0,0,0,16076,7514100,0,0,4015500,56242,1821600,158079,22611921,22770000,0.0222,0.0132,0,0,0.0143,0.0496,0,0,0,0,0,0,0,0,0,0,0,0.0039,0.0039,0,0,0.35,0.35,0,0,0,0,0.0007,0.33,0,0,0.1764,0.0025,0.08,0.0069,0.9931,1,0,24,4,8,High,1.1,83
2010,713,TAW,629753,310192,0,0,291456,1231401,0,0,0,100,100,65000,12000,0,0,0,0,25000,102000,0,0,5710455,5710455,0,0,0,0,16654,4731996,0,13011,9120490,58291,1593900,191702,22578298,22770000,0.0277,0.0136,0,0,0.0128,0.0541,0,0,0,0,0,0.0029,0.0005,0,0,0,0,0.0011,0.0045,0,0,0.2508,0.2508,0,0,0,0,0.0007,0.2078,0,0.0006,0.4005,0.0026,0.07,0.0084,0.9916,1,0,24,4,8,High,1.1,83
1950,731,PRK,68219,6822,0,0,114719,189760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379520,379520,0,0,0,0,0,0,0,0,0,5218300,3700320,100,9487900,9488000,0.0072,0.0007,0,0,0.0121,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0.55,0.39,0,1,1,0,24,4,8,Medium,1.1,7
1955,731,PRK,80689,8861,0,0,87410,176960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353920,353920,0,0,0,0,0,0,0,0,0,4335420,3981600,100,8847900,8848000,0.0091,0.001,0,0,0.0099,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0.49,0.45,0,1,1,0,3,99,35,Low,1.1,99
1960,731,PRK,93159,10899,0,0,106442,210500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421000,421000,0,0,0,0,0,0,0,0,0,4525650,5367750,100,10524900,10525000,0.0089,0.001,0,0,0.0101,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0.43,0.51,0,1,1,0,34,10,28,Low,1.1,12
1965,731,PRK,105628,12938,0,0,122654,241220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482440,482440,0,0,0,0,0,0,0,0,0,4703690,6633550,100,12060900,12061000,0.0088,0.0011,0,0,0.0102,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0.39,0.55,0,1,1,0,3,99,35,Low,1.1,99
1970,731,PRK,118098,14976,0,0,152186,285260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570520,570520,0,0,0,0,0,0,0,0,0,4278700,9128320,200,14262800,14263000,0.0083,0.001,0,0,0.0107,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0.3,0.64,0,1,1,0,24,4,8,Medium,1.1,7
1975,731,PRK,124499,16988,0,0,184533,326020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652040,652040,0,0,0,0,0,0,0,0,0,4238200,11084680,60,16300940,16301000,0.0076,0.001,0,0,0.0113,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0.26,0.68,0,1,1,0,3,99,35,Low,1.1,99
1980,731,PRK,130900,19000,0,0,173900,323800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529980,529980,0,0,0,0,0,0,0,0,0,3729860,13072840,9520,17656480,17666000,0.0074,0.0011,0,0,0.0098,0.0183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0.2111,0.74,0.0005,0.9995,0.9999,0,134,4,10,Medium,1.1,7
1985,731,PRK,70450,32500,0,0,275890,378840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568260,568260,0,0,0,0,0,0,0,0,0,3030620,14964180,100,18941900,18942000,0.0037,0.0017,0,0,0.0146,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0.16,0.79,0,1,1,0,134,9,28,Low,1.1,2
1990,731,PRK,10000,46000,0,0,291260,347260,0,0,0,0,0,0,0,0,0,0,0,2200,2200,0,0,610890,610890,0,0,0,0,0,0,0,0,14000,3258080,16086770,43800,20319200,20363000,0.0005,0.0023,0,0,0.0143,0.0171,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0.0007,0.16,0.79,0.0022,0.9978,1.0001,0,24,4,8,Medium,1.1,7
1995,731,PRK,10348,44034,0,0,408527,462909,0,0,0,0,0,0,0,0,0,0,0,2302,2302,0,0,662910,662910,0,0,0,0,0,0,0,0,14488,3535520,17235660,183211,21913789,22097000,0.0005,0.002,0,0,0.0185,0.0209,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0.0007,0.16,0.78,0.0083,0.9917,1,0,134,9,28,Low,1.1,2
2000,731,PRK,10000,40000,0,0,350000,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,1100000,0,0,0,0,0,0,0,3125070,14976,3846240,15461884,90830,23948170,24039000,0.0004,0.0017,0,0,0.0146,0.0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458,0.0458,0,0,0,0,0,0,0,0.13,0.0006,0.16,0.6432,0.0038,0.9962,1,0,24,9,28,Low,1.1,311
2005,731,PRK,9883,39535,0,0,345937,395355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087233,1087233,0,0,0,0,0,0,0,3088800,14802,3801600,15282432,89778,23670222,23760000,0.0004,0.0017,0,0,0.0146,0.0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458,0.0458,0,0,0,0,0,0,0,0.13,0.0006,0.16,0.6432,0.0038,0.9962,1,0,34,9,28,Low,1.1,99
2010,731,PRK,10147,40591,0,0,355172,405910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116257,1116257,0,0,0,0,0,0,0,3171257,15197,3903086,15690406,92175,24302113,24394288,0.0004,0.0017,0,0,0.0146,0.0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458,0.0458,0,0,0,0,0,0,0,0.13,0.0006,0.16,0.6432,0.0038,0.9962,1,0,24,9,28,Low,1.1,311
1950,732,ROK,793923,317569,2117,1061,717460,1832130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2849980,2849980,0,0,0,0,1061,0,0,2646410,2117,13000480,11135,13687,20343313,20357000,0.039,0.0156,0.0001,0.0001,0.0352,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14,0,0,0,0,0.0001,0,0,0.13,0.0001,0.6386,0.0005,0.0007,0.9993,1,0,24,4,8,Medium,1.1,7
1955,732,ROK,1166500,244418,2357,9098,505787,1928160,0,0,0,0,0,0,0,0,0,0,0,769,769,0,0,3427840,3427840,0,0,0,0,4383,0,0,2785120,4151,13082880,35267,155430,21268570,21424000,0.0544,0.0114,0.0001,0.0004,0.0236,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0,0,0,0,0.0002,0,0,0.13,0.0002,0.6107,0.0016,0.0073,0.9927,1,0,134,9,28,Low,1.1,2
1960,732,ROK,1500720,500240,2597,17135,730628,2751320,0,0,0,0,0,0,0,0,0,0,0,1538,1538,0,0,4252040,4252040,0,0,0,0,7704,0,0,3251560,6185,14535708,59400,146545,24865455,25012000,0.06,0.02,0.0001,0.0007,0.0292,0.11,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0.17,0.17,0,0,0,0,0.0003,0,0,0.13,0.0002,0.5811,0.0024,0.0059,0.9941,1,0,134,9,28,Low,1.1,2
1965,732,ROK,1849778,638546,2836,25171,1502369,4018700,0,0,0,0,0,0,0,0,0,0,0,2307,2307,0,0,4853016,4853016,0,0,0,0,11026,0,0,4065157,8219,15587750,83532,75293,28629707,28705000,0.0644,0.0222,0.0001,0.0009,0.0523,0.14,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0.1691,0.1691,0,0,0,0,0.0004,0,0,0.1416,0.0003,0.543,0.0029,0.0026,0.9974,1,0,134,8,28,Low,1.1,20
1970,732,ROK,2198836,860835,3076,33208,2802966,5898921,0,0,0,0,0,0,0,0,0,0,0,3076,3076,0,0,5453992,5453992,0,0,0,0,14347,0,0,4878755,10253,15798090,107664,75902,32165098,32241000,0.0682,0.0267,0.0001,0.001,0.0869,0.183,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0.1692,0.1692,0,0,0,0,0.0004,0,0,0.1513,0.0003,0.49,0.0033,0.0024,0.9976,1,0,24,4,8,Medium,1.1,7
1975,732,ROK,3167168,1011417,3388,38104,4434283,8654360,0,0,0,0,0,0,0,0,0,0,0,3388,3388,0,0,6348776,6348776,0,0,187,6250,16173,0,0,4929377,14690,15160230,147332,237,35280763,35281000,0.0898,0.0287,0.0001,0.0011,0.1257,0.2453,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0.1799,0.1799,0,0,0,0.0002,0.0005,0,0,0.1397,0.0004,0.4297,0.0042,0,1,1,0,3,99,35,Low,1.1,99
1980,732,ROK,4135500,1162000,3700,43000,6065600,11409800,0,0,0,0,0,0,0,0,0,0,0,3700,3700,0,0,7243560,7243560,0,0,375,12500,18000,0,0,4980000,19127,14105880,187000,144058,37979942,38124000,0.1085,0.0305,0.0001,0.0011,0.1591,0.2993,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0.19,0.19,0,0,0,0.0003,0.0005,0,0,0.1306,0.0005,0.37,0.0049,0.0038,0.9962,1,0,134,4,10,Medium,1.1,7
1985,732,ROK,6489282,1865397,4350,0,0,8359029,0,0,0,150,150,0,0,0,0,0,0,4500,4500,0,0,8151624,8151624,0,0,562,18750,21000,0,0,436000,23563,360000,23216356,214466,40591534,40806000,0.159,0.0457,0.0001,0,0,0.2048,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0.1998,0.1998,0,0,0,0.0005,0.0005,0,0,0.0107,0.0006,0.0088,0.5689,0.0053,0.9947,1,0,24,2,8,High,1.1,312
1990,732,ROK,7624809,2408063,2175,0,0,10035047,0,0,0,125,125,0,0,0,0,0,0,6000,6000,0,0,9279818,9279818,0,0,281,22125,23000,0,0,323463,25981,379000,22584835,189325,42679675,42869000,0.1779,0.0562,0.0001,0,0,0.2341,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0.2165,0.2165,0,0,0,0.0005,0.0005,0,0,0.0075,0.0006,0.0088,0.5268,0.0044,0.9956,0.9998,0,34,7,28,Low,1.1,99
1995,732,ROK,8760336,2950730,0,0,0,11711066,0,0,0,100,100,0,0,0,0,0,0,7500,7500,0,0,10408012,10408012,0,0,0,25500,25000,0,0,210927,28400,398000,21953315,325180,44767820,45093000,0.1943,0.0654,0,0,0,0.2597,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0,0,0.2308,0.2308,0,0,0,0.0006,0.0006,0,0,0.0047,0.0006,0.0088,0.4868,0.0072,0.9928,1,0,24,2,8,High,1.1,312
2000,732,ROK,8688387,4048438,0,0,0,12736825,0,0,0,100,100,0,0,0,0,0,0,38750,38750,0,0,10632237,10632237,0,0,0,27500,27500,0,0,267751,36700,451000,21909247,716390,46127610,46844000,0.1855,0.0864,0,0,0,0.2719,0,0,0,0,0,0,0,0,0,0,0,0.0008,0.0008,0,0,0.227,0.227,0,0,0,0.0006,0.0006,0,0,0.0057,0.0008,0.0096,0.4677,0.0153,0.9847,1,0,34,7,28,Low,1.1,99
2005,732,ROK,8616438,5146147,0,0,0,13762585,0,0,0,100,100,0,0,0,0,0,0,70000,70000,0,0,10856463,10856463,0,0,0,29500,30000,0,0,324575,45000,504000,21865180,650597,47487403,48138000,0.179,0.1069,0,0,0,0.2859,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0,0.2255,0.2255,0,0,0,0.0006,0.0006,0,0,0.0067,0.0009,0.0105,0.4542,0.0135,0.9865,0.9999,0,24,2,8,High,1.1,312
2010,732,ROK,8748356,5224935,0,0,0,13973291,0,0,0,101,101,0,0,0,0,0,0,71071,71071,0,0,11022677,11022677,0,0,0,29951,30459,0,0,329544,45688,511716,22199939,660563,48214437,48875000,0.179,0.1069,0,0,0,0.2859,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0,0.2255,0.2255,0,0,0,0.0006,0.0006,0,0,0.0067,0.0009,0.0105,0.4542,0.0135,0.9865,0.9999,0,34,7,28,Low,1.1,99
1945,740,JPN,115166,111856,41251,14690,414804,697767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49081430,49081430,0,4382,0,55228775,6369,0,0,0,11529,0,629705,0,105659957,72147000,0.0016,0.0016,0.0006,0.0002,0.0057,0.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6803,0.6803,0,0.0001,0,0.7655,0.0001,0,0,0,0.0002,0,0.0087,0,1.4645,1.4646,1,134,2,10,Medium,1.1,13
1950,740,JPN,150000,100000,25000,20000,381000,676000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59852100,59852100,0,4500,0,65452839,7000,0,0,0,14000,0,1572000,0,127578439,85503000,0.0018,0.0012,0.0003,0.0002,0.0045,0.0079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0.0001,0,0.7655,0.0001,0,0,0,0.0002,0,0.0184,0,1.4921,1.4922,1,24,5,10,Medium,1.1,15
1955,740,JPN,400000,164961,25368,27228,281973,899530,0,0,0,249,249,0,0,0,0,0,0,0,0,0,0,62014000,62014000,0,4621,0,68145114,7693,0,0,0,17000,0,3624350,0,134712557,89020000,0.0045,0.0019,0.0003,0.0003,0.0032,0.0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6966,0.6966,0,0.0001,0,0.7655,0.0001,0,0,0,0.0002,0,0.0407,0,1.5133,1.5133,1,134,9,28,Low,1.1,2
1960,740,JPN,425000,229921,25736,34455,2284888,3000000,0,0,0,499,499,0,0,0,0,0,0,0,0,0,0,65251200,65251200,0,4742,0,71357167,8386,0,0,0,20000,0,6276700,0,145918694,93216000,0.0046,0.0025,0.0003,0.0004,0.0245,0.0322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0.0001,0,0.7655,0.0001,0,0,0,0.0002,0,0.0673,0,1.5654,1.5654,1,134,6,28,Low,1.1,18
1965,740,JPN,450000,294882,26103,41683,2125892,2938560,0,0,0,748,748,0,0,0,0,0,0,0,0,0,0,68566400,68566400,0,4863,0,74982591,9079,0,0,0,29957,0,8629049,0,155161247,97952000,0.0046,0.003,0.0003,0.0004,0.0217,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0.7655,0.0001,0,0,0,0.0003,0,0.0881,0,1.5841,1.584,1,134,5,10,Medium,1.1,15
