year,name,sumrelig,pop,religions,relpop
1985,SUD,22074767,22109000,zorogen,0
1990,SUD,25015633,25752000,zorogen,0
1995,SUD,26706659,26707000,zorogen,0
2000,SUD,29453371,29490000,zorogen,0
2005,SUD,34785090,35397000,zorogen,0
2010,SUD,39782745,40125232,zorogen,0
1945,IRN,15175000,15215000,zorogen,10000
1950,IRN,15757849,16276000,zorogen,5000
1955,IRN,18148248,18325000,zorogen,14180
1960,IRN,21034000,21439000,zorogen,0
1965,IRN,25432060,25789000,zorogen,9938
1970,IRN,28109733,28705000,zorogen,0
1975,IRN,32802617,32818000,zorogen,14254
1980,IRN,38615800,39291000,zorogen,30500
1985,IRN,47052000,47820000,zorogen,0
1990,IRN,53996496,54496000,zorogen,500000
1995,IRN,66973494,68365000,zorogen,472500
2000,IRN,67555970,67702000,zorogen,445000
2005,IRN,69250700,69500000,zorogen,19500
2010,IRN,74023524,74073560,zorogen,0
1945,TUR,18683574,18729000,zorogen,0
1950,TUR,20613150,20770000,zorogen,0
1955,TUR,23843444,23853000,zorogen,0
1960,TUR,27495259,27506000,zorogen,0
1965,TUR,31033004,31149000,zorogen,0
1970,TUR,35209483,35321000,zorogen,0
1975,TUR,39776489,40026000,zorogen,0
1980,TUR,44343500,44439000,zorogen,0
1985,TUR,48971370,50306000,zorogen,0
1990,TUR,56041432,56098000,zorogen,0
1995,TUR,61515879,61644000,zorogen,0
2000,TUR,66226568,66591000,zorogen,0
2005,TUR,71775554,72065000,zorogen,0
2010,TUR,76418971,76787632,zorogen,0
1945,IRQ,4589575,4611000,zorogen,0
1950,IRQ,5108394,5198000,zorogen,0
1955,IRQ,5538208,5961000,zorogen,0
1960,IRQ,6269178,6885000,zorogen,0
1965,IRQ,8017918,8047000,zorogen,0
1970,IRQ,9378199,9440000,zorogen,0
1975,IRQ,11081570,11124000,zorogen,0
1980,IRQ,13164509,13238000,zorogen,0
1985,IRQ,15398189,15585000,zorogen,0
1990,IRQ,17841310,18078000,zorogen,0
1995,IRQ,19993495,20095000,zorogen,0
2000,IRQ,22854550,23115000,zorogen,0
2005,IRQ,27823185,27963000,zorogen,0
2010,IRQ,31160000,31800000,zorogen,0
1945,EGY,18359909,18460000,zorogen,0
1950,EGY,20141180,20461000,zorogen,0
1955,EGY,22948090,22990000,zorogen,0
1960,EGY,25755000,26085000,zorogen,0
1965,EGY,29326348,29389000,zorogen,0
1970,EGY,32873495,33053000,zorogen,0
1975,EGY,36983303,36997000,zorogen,0
1980,EGY,39669045,40578000,zorogen,0
1985,EGY,46170397,46473000,zorogen,0
1990,EGY,53119800,53270000,zorogen,0
1995,EGY,55404752,59226000,zorogen,0
2000,EGY,68446593,68470000,zorogen,0
2005,EGY,72543110,73044000,zorogen,0
2010,EGY,80912783,81277560,zorogen,0
1950,SYR,3418731,3495000,zorogen,0
1955,SYR,3938559,3967000,zorogen,0
1960,SYR,4497954,4500000,zorogen,0
1965,SYR,5057351,5325000,zorogen,0
1970,SYR,6304500,6305000,zorogen,0
1975,SYR,7331386,7380000,zorogen,0
1980,SYR,8977724,9053000,zorogen,0
1985,SYR,10173605,10267000,zorogen,0
1990,SYR,12006099,12116000,zorogen,30
1995,SYR,14178497,14186000,zorogen,0
2000,SYR,16124128,16125000,zorogen,0
2005,SYR,18133894,18138000,zorogen,0
2010,SYR,20201026,20368588,zorogen,0
1945,LEB,1144677,1156000,zorogen,0
1950,LEB,1317689,1443000,zorogen,0
1955,LEB,1527501,1613000,zorogen,0
1960,LEB,1801000,1857000,zorogen,0
1965,LEB,2073275,2151000,zorogen,0
1970,LEB,2345550,2469000,zorogen,0
1975,LEB,2506800,2767000,zorogen,0
1980,LEB,2668051,2669000,zorogen,0
1985,LEB,2667980,2668000,zorogen,0
1990,LEB,2555000,2555000,zorogen,0
1995,LEB,3004998,3009000,zorogen,0
2000,LEB,3278670,3282000,zorogen,0
2005,LEB,4063132,4082000,zorogen,0
2010,LEB,4062137,4081000,zorogen,0
1945,JOR,1018540,1086000,zorogen,0
1950,JOR,1236990,1237000,zorogen,0
1955,JOR,1418110,1437000,zorogen,0
1960,JOR,1690000,1695000,zorogen,0
1965,JOR,1907970,1909000,zorogen,0
1970,JOR,2298990,2299000,zorogen,0
1975,JOR,2674060,2702000,zorogen,0
1980,JOR,2903060,2923000,zorogen,0
1985,JOR,3779837,3833000,zorogen,0
1990,JOR,4257550,4259000,zorogen,0
1995,JOR,5362978,5373000,zorogen,0
2000,JOR,6669000,6669000,zorogen,0
2005,JOR,5473000,5473000,zorogen,0
2010,JOR,6112145,6112148,zorogen,0
1950,ISR,1257081,1258000,zorogen,0
1955,ISR,1743032,1748000,zorogen,0
1960,ISR,2085156,2117000,zorogen,0
1965,ISR,2549997,2563000,zorogen,0
1970,ISR,2937197,2974000,zorogen,0
1975,ISR,3409760,3455000,zorogen,0
1980,ISR,3870899,3878000,zorogen,0
1985,ISR,4136439,4233000,zorogen,0
1990,ISR,4609358,4660000,zorogen,0
1995,ISR,5522400,5545000,zorogen,0
2000,ISR,6039299,6217000,zorogen,0
2005,ISR,6859098,6930000,zorogen,0
2010,ISR,7592699,7624494,zorogen,0
1945,SAU,2830000,2866000,zorogen,0
1950,SAU,3145000,3201000,zorogen,0
1955,SAU,3550000,3593000,zorogen,0
1960,SAU,4035000,4075000,zorogen,0
1965,SAU,4581000,4793000,zorogen,0
1970,SAU,5687550,5745000,zorogen,0
1975,SAU,7116500,7251000,zorogen,0
1980,SAU,9596000,9604000,zorogen,0
1985,SAU,12631150,12649000,zorogen,0
1990,SAU,14867900,14870000,zorogen,0
1995,SAU,18252000,18255000,zorogen,0
2000,SAU,20433580,20808000,zorogen,0
2005,SAU,22669480,23119000,zorogen,0
2010,SAU,26043051,26090784,zorogen,0
1945,YAR,2939285,3096000,zorogen,0
1950,YAR,3300000,3324000,zorogen,0
1955,YAR,3512000,3646000,zorogen,0
1960,YAR,4000000,4039000,zorogen,0
1965,YAR,4416500,4492000,zorogen,0
1970,YAR,4833000,4835000,zorogen,0
1975,YAR,5315865,5316000,zorogen,0
1980,YAR,6356593,6357000,zorogen,0
1985,YAR,7610999,7621000,zorogen,0
1990,YAR,8560000,9196000,zorogen,0
1990,YEM,11225000,11279000,zorogen,0
1995,YEM,15327560,15369000,zorogen,0
2000,YEM,18118000,18118000,zorogen,0
2005,YEM,20743664,20745000,zorogen,0
2010,YEM,23369328,23605382,zorogen,0
1970,YPR,1436000,1436000,zorogen,0
1975,YPR,1674000,1674000,zorogen,0
1980,YPR,1902180,1903000,zorogen,0
1985,YPR,2116000,2164000,zorogen,0
1990,YPR,2333000,2460000,zorogen,0
1960,KUW,355857,366000,zorogen,0
1965,KUW,461640,475000,zorogen,0
1970,KUW,717120,747000,zorogen,0
1975,KUW,976790,1007000,zorogen,0
1980,KUW,1349800,1370000,zorogen,0
1985,KUW,1683588,1720000,zorogen,0
1990,KUW,2073999,2141000,zorogen,0
1995,KUW,1597118,1691000,zorogen,0
2000,KUW,1670480,1972000,zorogen,0
2005,KUW,2124848,2245000,zorogen,0
2010,KUW,2586320,2695568,zorogen,0
1970,BAH,212590,218000,zorogen,0
1975,BAH,262000,262000,zorogen,0
1980,BAH,322589,334000,zorogen,0
1985,BAH,367000,425000,zorogen,0
1990,BAH,476384,503000,zorogen,0
1995,BAH,576892,578000,zorogen,0
2000,BAH,613733,617000,zorogen,0
2005,BAH,883984,888824,zorogen,0
2010,BAH,1227159,1234571,zorogen,0
1970,QAT,120000,120000,zorogen,0
1975,QAT,169290,171000,zorogen,0
1980,QAT,228500,229000,zorogen,0
1985,QAT,346165,358000,zorogen,0
1990,QAT,472500,486000,zorogen,0
1995,QAT,528381,548000,zorogen,0
2000,QAT,550182,599000,zorogen,0
2005,QAT,687585,744029,zorogen,0
2010,QAT,1560939,1699435,zorogen,0
1970,UAE,419300,505000,zorogen,0
1975,UAE,463259,505000,zorogen,0
1980,UAE,963679,1015000,zorogen,0
1985,UAE,1514692,1552000,zorogen,0
1990,UAE,1862484,1921000,zorogen,0
1995,UAE,2279720,2314000,zorogen,0
2000,UAE,2436706,2441000,zorogen,0
2005,UAE,3964400,3995000,zorogen,0
2010,UAE,6210819,6236650,zorogen,0
1970,OMA,745000,745000,zorogen,0
1975,OMA,841000,841000,zorogen,0
1980,OMA,1105740,1130000,zorogen,0
1985,OMA,1349751,1425000,zorogen,0
1990,OMA,1927345,2000000,zorogen,0
1995,OMA,2246056,2400000,zorogen,0
2000,OMA,2534531,2553300,zorogen,0
2005,OMA,2593543,2600000,zorogen,0
2010,OMA,2883594,2979954,zorogen,0
1945,AFG,8426140,8449000,zorogen,2592
1950,AFG,8942379,8958000,zorogen,2750
1955,AFG,9702181,9734000,zorogen,2917
1960,AFG,10630726,10775000,zorogen,3085
1965,AFG,11944448,12071000,zorogen,3252
1970,AFG,13621930,13623000,zorogen,3419
1975,AFG,15127440,15378000,zorogen,50514
1980,AFG,17027541,17300000,zorogen,37610
1985,AFG,15375837,15519000,zorogen,104705
1990,AFG,15623669,15754000,zorogen,121800
1995,AFG,19307157,19661000,zorogen,97888
2000,AFG,22367071,22720000,zorogen,3976
2005,AFG,25687847,26000000,zorogen,2810
2010,AFG,26963103,27000000,zorogen,2000
1995,TKM,4465370,4509000,zorogen,0
2000,TKM,4415853,4459000,zorogen,0
2005,TKM,5217025,5268000,zorogen,0
2010,TKM,5562361,5616004,zorogen,0
1995,TAJ,5832300,5836000,zorogen,7000
2000,TAJ,6128120,6188000,zorogen,0
2005,TAJ,6783500,6850000,zorogen,0
2010,TAJ,7040813,7436448,zorogen,0
1995,KYR,4404656,4514000,zorogen,900
2000,KYR,4673510,4699000,zorogen,0
2005,KYR,4939834,5144000,zorogen,0
2010,KYR,4941533,5365372,zorogen,0
1995,UZB,22497777,22690000,zorogen,0
2000,UZB,24209429,24318000,zorogen,912
2005,UZB,26024495,26167000,zorogen,0
2010,UZB,28105556,28160570,zorogen,0
1995,KZK,16002241,16066000,zorogen,3000
2000,KZK,16187480,16223000,zorogen,0
2005,KZK,15068883,15147000,zorogen,0
2010,KZK,16293878,16315848,zorogen,0
1945,CHN,548509386,548586000,zorogen,118
1950,CHN,571834056,571889024,zorogen,104
1955,CHN,608756458,609005000,zorogen,91
1960,CHN,657218780,657491968,zorogen,78
1965,CHN,713725260,729190976,zorogen,64
1970,CHN,820592482,830675008,zorogen,51
1975,CHN,924133107,927808000,zorogen,53
1980,CHN,992641545,998876992,zorogen,55
1985,CHN,1067278422,1070174976,zorogen,57
1990,CHN,1149691565,1155304960,zorogen,59
1995,CHN,1215200120,1220224000,zorogen,61
2000,CHN,1276049864,1277558016,zorogen,63
2005,CHN,1300233963,1303719936,zorogen,0
2010,CHN,1341577454,1345174272,zorogen,0
1945,MON,745168,754000,zorogen,0
1950,MON,765986,766000,zorogen,0
1955,MON,834563,836000,zorogen,0
1960,MON,951916,952000,zorogen,0
1965,MON,1084620,1090000,zorogen,0
1970,MON,1247994,1248000,zorogen,0
1975,MON,1412142,1446000,zorogen,0
1980,MON,1660922,1661000,zorogen,0
1985,MON,1863436,1878000,zorogen,0
1990,MON,2214258,2216000,zorogen,0
1995,MON,2335480,2347000,zorogen,0
2000,MON,2525255,2662000,zorogen,0
2005,MON,2678597,2850000,zorogen,0
2010,MON,2735938,2746016,zorogen,0
1950,TAW,7417830,7427000,zorogen,0
1955,TAW,9057186,9078000,zorogen,0
1960,TAW,10747638,10792000,zorogen,0
1965,TAW,12599695,12628000,zorogen,0
1970,TAW,14622433,14676000,zorogen,0
1975,TAW,16108754,16150000,zorogen,0
1980,TAW,17804360,17805000,zorogen,0
1985,TAW,19167730,19258000,zorogen,0
1990,TAW,20352470,20353000,zorogen,0
1995,TAW,21236978,21304000,zorogen,0
2000,TAW,21676850,21875000,zorogen,0
2005,TAW,22611921,22770000,zorogen,0
2010,TAW,22578298,22770000,zorogen,0
1950,PRK,9487900,9488000,zorogen,0
1955,PRK,8847900,8848000,zorogen,0
1960,PRK,10524900,10525000,zorogen,0
1965,PRK,12060900,12061000,zorogen,0
1970,PRK,14262800,14263000,zorogen,0
1975,PRK,16300940,16301000,zorogen,0
1980,PRK,17656480,17666000,zorogen,0
1985,PRK,18941900,18942000,zorogen,0
1990,PRK,20319200,20363000,zorogen,0
1995,PRK,21913789,22097000,zorogen,0
2000,PRK,23948170,24039000,zorogen,0
2005,PRK,23670222,23760000,zorogen,0
2010,PRK,24302113,24394288,zorogen,0
1950,ROK,20343313,20357000,zorogen,0
1955,ROK,21268570,21424000,zorogen,0
1960,ROK,24865455,25012000,zorogen,0
1965,ROK,28629707,28705000,zorogen,0
1970,ROK,32165098,32241000,zorogen,0
1975,ROK,35280763,35281000,zorogen,0
1980,ROK,37979942,38124000,zorogen,0
1985,ROK,40591534,40806000,zorogen,0
1990,ROK,42679675,42869000,zorogen,0
1995,ROK,44767820,45093000,zorogen,0
2000,ROK,46127610,46844000,zorogen,0
2005,ROK,47487403,48138000,zorogen,0
2010,ROK,48214437,48875000,zorogen,0
1945,JPN,105659957,72147000,zorogen,0
1950,JPN,127578439,85503000,zorogen,0
1955,JPN,134712557,89020000,zorogen,0
1960,JPN,145918694,93216000,zorogen,0
1965,JPN,155161247,97952000,zorogen,0
1970,JPN,165664094,103403000,zorogen,0
1975,JPN,179271021,111573000,zorogen,0
1980,JPN,190641464,116807000,zorogen,0
1985,JPN,198672736,120837000,zorogen,0
1990,JPN,203124753,123478000,zorogen,0
1995,JPN,207686325,125472000,zorogen,0
2000,JPN,198519333,126714000,zorogen,0
2005,JPN,214983033,127773000,zorogen,0
2010,JPN,211308623,127451704,zorogen,0
1950,IND,358205076,358292992,zorogen,100322
1955,IND,390122895,390149000,zorogen,111791
1960,IND,431718307,432703008,zorogen,155000
1965,IND,480458997,482529984,zorogen,122448
1970,IND,554901772,554910976,zorogen,89896
1975,IND,601788900,602748000,zorogen,102448
1980,IND,672012698,673388032,zorogen,115000
1985,IND,750109739,750910976,zorogen,142500
1990,IND,834446619,834697024,zorogen,170000
1995,IND,915002758,915971008,zorogen,120478
2000,IND,1028252528,1028662016,zorogen,72000
2005,IND,1111388004,1115318016,zorogen,77821
2010,IND,1194523484,1195000000,zorogen,83642
1975,BHU,1158505,1159000,zorogen,0
1980,BHU,1164400,1165000,zorogen,0
1985,BHU,1443375,1451000,zorogen,0
1990,BHU,1640130,1645000,zorogen,0
1995,BHU,1757656,1770000,zorogen,0
2000,BHU,2123953,2124000,zorogen,0
2005,BHU,671884,672000,zorogen,0
2010,BHU,693989,694754,zorogen,0
1950,PAK,74523172,74620000,zorogen,10148
1955,PAK,84297949,84406000,zorogen,10430
1960,PAK,98727125,98737000,zorogen,10712
1965,PAK,112852866,113061000,zorogen,10994
1970,PAK,128723088,128724000,zorogen,11276
1975,PAK,70888516,71033000,zorogen,8238
1980,PAK,82219079,82581000,zorogen,5200
1985,PAK,96259980,96472000,zorogen,12100
1990,PAK,112267700,112404000,zorogen,19000
1995,PAK,129616689,129871000,zorogen,13412
2000,PAK,156371107,156483008,zorogen,5000
2005,PAK,153849902,153960000,zorogen,4919
2010,PAK,168326115,168446576,zorogen,5382
1975,BNG,78723371,78961000,zorogen,177
1980,BNG,88675095,88678000,zorogen,200
1985,BNG,99207750,99434000,zorogen,223
1990,BNG,109584409,109765000,zorogen,247
1995,BNG,118082864,118229000,zorogen,272
2000,BNG,128959940,129155000,zorogen,297
2005,BNG,138410081,138600000,zorogen,318
2010,BNG,147227803,147290688,zorogen,339
1950,MYA,17829176,17832000,zorogen,209
1955,MYA,19552366,19561000,zorogen,209
1960,MYA,22346606,22355000,zorogen,208
1965,MYA,24206336,24218000,zorogen,208
1970,MYA,26987806,27034000,zorogen,207
1975,MYA,30168740,30170000,zorogen,229
1980,MYA,33619141,33637000,zorogen,250
1985,MYA,38627660,38641000,zorogen,250
1990,MYA,41341850,41354000,zorogen,250
1995,MYA,45081853,45106000,zorogen,456
2000,MYA,45531656,45611000,zorogen,661
2005,MYA,55325422,55374000,zorogen,836
2010,MYA,58723875,58807968,zorogen,853
1950,SRI,7677959,7678000,zorogen,929
1955,SRI,8696085,8723000,zorogen,1144
1960,SRI,9873926,9889000,zorogen,1360
1965,SRI,11163991,11164000,zorogen,1575
1970,SRI,12515962,12516000,zorogen,1790
1975,SRI,13467067,13496000,zorogen,1895
1980,SRI,14541770,14747000,zorogen,2000
1985,SRI,15841560,15842000,zorogen,2000
1990,SRI,16981890,16993000,zorogen,2000
1995,SRI,18111564,18112000,zorogen,2129
2000,SRI,17009057,17100000,zorogen,0
2005,SRI,19542351,19668000,zorogen,2000
2010,SRI,20514243,20590078,zorogen,0
1965,MAD,108282,109000,zorogen,0
1970,MAD,111250,121000,zorogen,0
1975,MAD,130230,131000,zorogen,0
1980,MAD,157221,158000,zorogen,0
1985,MAD,174223,184000,zorogen,0
1990,MAD,215990,216000,zorogen,0
1995,MAD,244648,254000,zorogen,0
2000,MAD,282780,286000,zorogen,0
2005,MAD,290688,294000,zorogen,0
2010,MAD,313828,317405,zorogen,0
1945,NEP,7109734,7110000,zorogen,0
1950,NEP,7861694,7862000,zorogen,0
1955,NEP,8471107,8477000,zorogen,0
1960,NEP,9251652,9263000,zorogen,0
1965,NEP,10210714,10211000,zorogen,0
1970,NEP,11326866,11327000,zorogen,0
1975,NEP,12831640,12835000,zorogen,0
1980,NEP,14387170,14634000,zorogen,0
1985,NEP,16253105,16324000,zorogen,0
1990,NEP,18107030,18111000,zorogen,0
1995,NEP,21141905,21456000,zorogen,0
2000,NEP,23879587,23930000,zorogen,0
2005,NEP,25279227,25343000,zorogen,0
2010,NEP,26482921,26494504,zorogen,0
1945,THI,17267434,17284000,zorogen,0
1950,THI,19630984,19635000,zorogen,0
1955,THI,22751498,22762000,zorogen,0
1960,THI,26620456,26634000,zorogen,0
1965,THI,30964338,31025000,zorogen,0
1970,THI,36365637,36370000,zorogen,0
1975,THI,41864717,41869000,zorogen,0
1980,THI,46687660,46718000,zorogen,0
1985,THI,51543490,51580000,zorogen,0
1990,THI,55717390,55839000,zorogen,0
1995,THI,59208541,59401000,zorogen,0
2000,THI,61181217,61399000,zorogen,0
2005,THI,64553618,64839000,zorogen,0
2010,THI,67086798,67333472,zorogen,0
1955,CAM,4817673,4840000,zorogen,0
1960,CAM,5432889,5433000,zorogen,0
1965,CAM,6139971,6141000,zorogen,0
1970,CAM,6933840,6938000,zorogen,0
1975,CAM,7075455,7098000,zorogen,0
1980,CAM,6487147,6498000,zorogen,0
1985,CAM,7397755,7422000,zorogen,0
1990,CAM,8551720,8568000,zorogen,0
1995,CAM,9821510,9836000,zorogen,0
2000,CAM,11158954,11168000,zorogen,0
2005,CAM,13205926,13661000,zorogen,0
2010,CAM,15252896,15308156,zorogen,0
1955,LAO,1943682,1944000,zorogen,0
1960,LAO,2305525,2337000,zorogen,0
1965,LAO,2624588,2631000,zorogen,0
1970,LAO,2961813,2962000,zorogen,0
1975,LAO,3022078,3024000,zorogen,0
1980,LAO,3198575,3205000,zorogen,0
1985,LAO,3588398,3594000,zorogen,0
1990,LAO,4182430,4202000,zorogen,0
1995,LAO,4872778,4882000,zorogen,0
2000,LAO,5430473,5433000,zorogen,0
2005,LAO,5660448,5679000,zorogen,0
2010,LAO,6136672,6140902,zorogen,0
1955,DRV,13549900,13550000,zorogen,0
1960,DRV,15969000,16100000,zorogen,0
1965,DRV,18960383,19000000,zorogen,0
1970,DRV,21034189,21150000,zorogen,0
1975,DRV,24012651,24032000,zorogen,0
1980,DRV,53015636,53732000,zorogen,0
1985,DRV,59606850,59872000,zorogen,0
1990,DRV,65096320,66233000,zorogen,0
1995,DRV,71825964,73793000,zorogen,0
2000,DRV,79752388,79832000,zorogen,0
2005,DRV,83048194,83106000,zorogen,0
2010,DRV,87891885,87918024,zorogen,0
1955,RVN,12047400,12420000,zorogen,0
1960,RVN,15494200,16100000,zorogen,0
1965,RVN,15636400,16120000,zorogen,0
1970,RVN,17780100,18330000,zorogen,0
1960,MAL,9780869,9786000,zorogen,0
1965,MAL,9207462,9210000,zorogen,0
1970,MAL,10340628,10390000,zorogen,0
1975,MAL,11911657,11926000,zorogen,0
1980,MAL,13674975,13764000,zorogen,0
1985,MAL,15548552,15681000,zorogen,0
1990,MAL,17657942,17764000,zorogen,0
1995,MAL,20513275,20689000,zorogen,0
2000,MAL,22146076,22244000,zorogen,0
2005,MAL,25455451,25800000,zorogen,0
2010,MAL,28268358,28300000,zorogen,0
1965,SIN,1802334,1887000,zorogen,141
1970,SIN,2064802,2075000,zorogen,150
1975,SIN,2244380,2263000,zorogen,159
1980,SIN,2277757,2282000,zorogen,167
1985,SIN,2456306,2483000,zorogen,176
1990,SIN,3009064,3016000,zorogen,184
1995,SIN,3454911,3468000,zorogen,193
2000,SIN,4011355,4018000,zorogen,0
2005,SIN,4558142,4565000,zorogen,0
2010,SIN,5104933,5112000,zorogen,0
1985,BRU,217476,218000,zorogen,0
1990,BRU,252990,253000,zorogen,0
1995,BRU,295034,296000,zorogen,0
2000,BRU,326350,328000,zorogen,0
2005,BRU,376467,380000,zorogen,0
2010,BRU,411120,412115,zorogen,0
1950,PHI,20274108,20275000,zorogen,0
1955,PHI,23567298,23568000,zorogen,0
1960,PHI,27068829,27088000,zorogen,0
1965,PHI,31754415,31881000,zorogen,0
1970,PHI,36679457,36684000,zorogen,0
1975,PHI,41740832,42071000,zorogen,0
1980,PHI,48035366,48317000,zorogen,0
1985,PHI,54530068,54668000,zorogen,0
1990,PHI,61269808,61480000,zorogen,0
1995,PHI,69711752,70267000,zorogen,0
2000,PHI,76474433,76510000,zorogen,0
2005,PHI,83940981,84241000,zorogen,0
2010,PHI,91875083,92097978,zorogen,0
1950,INS,79329734,79538000,zorogen,0
1955,INS,86192739,86552000,zorogen,0
1960,INS,95783600,96194000,zorogen,0
1965,INS,105524072,105708000,zorogen,0
1970,INS,117787554,117877000,zorogen,0
1975,INS,130070871,130504000,zorogen,0
1990,INS,179472885,179483008,zorogen,0
1995,INS,197362754,197841504,zorogen,0
2000,INS,215252626,216200000,zorogen,0
2005,INS,227278556,227300000,zorogen,0
2010,INS,239610214,239960000,zorogen,0
2005,ETM,990866,992000,zorogen,0
2010,ETM,1126108,1127779,zorogen,0
1945,AUL,7376031,7392000,zorogen,0
1950,AUL,8175796,8179000,zorogen,0
1955,AUL,9197512,9200000,zorogen,0
1960,AUL,10270476,10275000,zorogen,0
1965,AUL,11383711,11388000,zorogen,0
1970,AUL,12496918,12507000,zorogen,0
1975,AUL,13889071,13893000,zorogen,250
1980,AUL,14668033,14695000,zorogen,500
1985,AUL,15739622,15788000,zorogen,750
1990,AUL,16990300,17065000,zorogen,1000
1995,AUL,18056511,18072000,zorogen,1453
2000,AUL,18803187,18886000,zorogen,1907
2005,AUL,20326985,20395000,zorogen,2345
2010,AUL,21301157,21400000,zorogen,2450
1975,PNG,2688500,2696000,zorogen,0
1980,PNG,2950800,2978000,zorogen,0
1985,PNG,3325285,3337000,zorogen,0
1990,PNG,3695000,3698000,zorogen,0
1995,PNG,4073847,4074000,zorogen,0
2000,PNG,4792220,4807000,zorogen,0
2005,PNG,6099186,6118000,zorogen,0
2010,PNG,6862622,6886887,zorogen,0
1945,NEW,1716616,1728000,zorogen,0
1950,NEW,1906482,1908000,zorogen,0
1955,NEW,2135994,2136000,zorogen,0
1960,NEW,2351774,2372000,zorogen,0
1965,NEW,2615193,2628000,zorogen,0
1970,NEW,2808896,2811000,zorogen,0
1975,NEW,3071503,3083000,zorogen,0
1980,NEW,3105019,3113000,zorogen,0
1985,NEW,3245920,3247000,zorogen,0
1990,NEW,3349260,3362000,zorogen,0
1995,NEW,3530376,3542000,zorogen,0
2000,NEW,3773653,3862000,zorogen,0
2005,NEW,4132252,4134000,zorogen,0
2010,NEW,4365644,4367490,zorogen,0
1985,VAN,135293,136000,zorogen,0
1990,VAN,142180,144000,zorogen,0
1995,VAN,161734,165000,zorogen,0
2000,VAN,182974,190000,zorogen,0
2005,VAN,208470,219000,zorogen,0
2010,VAN,236623,241400,zorogen,0
1980,SOL,226892,227000,zorogen,0
1985,SOL,269621,270000,zorogen,0
1990,SOL,319600,320000,zorogen,0
1995,SOL,377740,378000,zorogen,0
2000,SOL,436880,444000,zorogen,0
2005,SOL,478364,490000,zorogen,0
2010,SOL,518054,536533,zorogen,0
2000,KIR,100983,101000,zorogen,0
2005,KIR,90884,92000,zorogen,0
2010,KIR,101983,103000,zorogen,0
2000,TUV,10980,11000,zorogen,0
2005,TUV,9960,10000,zorogen,0
2010,TUV,9996,10067,zorogen,0
1970,FIJ,519766,520000,zorogen,0
1975,FIJ,568977,569000,zorogen,0
1980,FIJ,633900,634000,zorogen,0
1985,FIJ,695070,697000,zorogen,0
1990,FIJ,730910,731000,zorogen,0
1995,FIJ,790978,796000,zorogen,0
2000,FIJ,797168,817000,zorogen,0
2005,FIJ,788161,825000,zorogen,0
2010,FIJ,858973,859318,zorogen,0
2000,TON,93405,110000,zorogen,0
2005,TON,95297,112400,zorogen,0
2010,TON,103146,104817,zorogen,0
2000,NAU,12870,13000,zorogen,0
2005,NAU,13000,13000,zorogen,0
2010,NAU,9638,9937,zorogen,0
1995,MSI,56000,56000,zorogen,0
2000,MSI,63970,64000,zorogen,0
2005,MSI,53995,54000,zorogen,0
2010,MSI,54471,54566,zorogen,0
1995,PAL,16950,17000,zorogen,0
2000,PAL,18737,19000,zorogen,0
2005,PAL,21755,22000,zorogen,0
2010,PAL,21349,21370,zorogen,0
1995,FSM,104622,105000,zorogen,0
2000,FSM,113994,119000,zorogen,0
2005,FSM,102048,109000,zorogen,0
2010,FSM,108783,110971,zorogen,0
1980,WSM,155941,156000,zorogen,0
1985,WSM,156883,157000,zorogen,0
1990,WSM,163867,164000,zorogen,0
1995,WSM,164884,165000,zorogen,0
2000,WSM,177183,180000,zorogen,0
2005,WSM,180093,183000,zorogen,0
2010,WSM,183990,188861,zorogen,0
1945,USA,139382062,139928000,hindgen,0
1950,USA,151652986,152271008,hindgen,0
1955,USA,162728815,165931000,hindgen,0
1960,USA,179294703,180671000,hindgen,0
1965,USA,194049012,194631000,hindgen,0
1970,USA,200695751,200706000,hindgen,0
1975,USA,215701628,215943000,hindgen,159778
1980,USA,225891446,227726000,hindgen,995149
1985,USA,238168864,238466000,hindgen,1005000
1990,USA,249744836,249907000,hindgen,323352
