year,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop
1970,CEN,204400,250500,0,0,454506,909406,0,0,0,0,0,0,0,0,0,0,0,87890,87890,0,0,0,0,0,0,0,0,3572,0,0,0,0,687890,2242,179000,1691000,1870000
1975,CEN,284233,317820,0,0,514720,1116773,0,0,0,0,0,0,0,0,0,0,0,128140,128140,0,0,0,0,0,0,0,0,5036,0,0,0,0,670000,0,126051,1919949,2046000
1980,CEN,438710,440900,0,0,515790,1395400,0,0,0,0,0,0,0,0,0,0,0,168390,168390,0,0,0,0,0,0,0,0,6500,0,0,0,0,520000,12621,206089,2102911,2309000
1985,CEN,469440,485520,0,0,722400,1677360,0,0,0,0,0,0,0,0,0,0,0,208640,208640,0,0,0,0,0,0,0,0,7250,0,0,0,0,625920,17811,71019,2536981,2608000
1990,CEN,404000,500000,0,0,949000,1853000,0,0,0,0,0,0,0,0,0,0,0,455000,455000,0,0,0,0,0,0,0,0,8000,0,0,0,0,503000,23000,87000,2842000,2929000
1995,CEN,580000,589140,0,0,990000,2159140,0,0,0,0,0,0,0,0,0,0,0,490950,490950,0,0,0,0,0,0,0,0,8482,0,0,0,0,589140,24067,1221,3271779,3273000
2000,CEN,622450,790033,0,0,250000,1662483,0,0,0,0,0,560000,5474,0,0,0,0,0,565474,0,0,0,0,0,0,0,0,6500,0,0,0,0,1265250,45000,70293,3544707,3615000
2005,CEN,755443,958832,0,0,303415,2017690,0,0,0,0,0,578241,36909,0,0,0,0,0,615150,0,0,0,0,0,0,0,0,8500,0,0,0,0,1394340,52000,13320,4087680,4101000
2010,CEN,829432,1052741,0,0,333132,2215305,0,0,0,0,0,634874,40523,0,0,0,0,0,675397,0,0,0,0,0,0,0,0,10000,0,0,0,0,1530902,56000,15050,4487604,4502654
1960,CHA,61280,99300,0,0,220199,380779,0,0,0,0,0,0,0,0,0,0,0,1750000,1750000,0,0,0,0,0,0,0,0,3452,0,0,0,0,922760,587,6422,3057578,3064000
1965,CHA,105496,142450,0,0,290680,538626,0,0,0,0,0,0,0,0,0,0,0,1800000,1800000,0,0,0,0,0,0,0,0,4149,0,0,0,0,886100,765,80360,3229640,3310000
1970,CHA,209712,220048,0,0,400400,830160,0,0,0,0,0,0,0,0,0,0,0,1808053,1808053,0,0,0,0,0,0,0,0,4987,0,0,0,0,975711,997,20092,3619908,3640000
1975,CHA,302006,292524,0,0,520638,1115168,0,0,0,0,0,0,0,0,0,0,0,1888026,1888026,0,0,153,153,0,0,0,0,5993,0,0,0,0,967200,1298,52162,3977838,4030000
1980,CHA,394300,371000,0,0,710700,1476000,0,0,0,0,0,0,0,0,0,0,0,1968000,1968000,0,0,306,306,0,0,0,0,7000,0,0,0,0,1020400,1600,3694,4473306,4477000
1985,CHA,489650,370500,0,0,796450,1656600,0,0,0,0,0,0,0,0,0,0,0,2208800,2208800,0,0,459,459,0,0,0,0,31500,0,0,0,0,1104400,2800,15441,5004559,5020000
1990,CHA,585000,370000,0,0,853050,1808050,0,0,0,0,0,0,0,0,0,0,0,2672890,2672890,0,0,612,612,0,0,0,0,56000,0,0,0,0,1137400,4000,8048,5678952,5687000
1995,CHA,695578,689577,0,0,570150,1955305,0,0,0,0,0,0,0,0,0,0,0,3167500,3167500,0,0,765,765,0,0,0,0,60210,0,0,0,0,1140300,5818,5102,6329898,6335000
2000,CHA,918120,906375,0,0,450000,2274495,0,0,0,0,0,4083260,41245,0,0,0,0,0,4124505,0,0,918,918,0,0,0,0,16200,0,0,0,1959,1147650,12400,72873,7578127,7651000
2005,CHA,1357656,1365851,0,0,582763,3306270,0,0,0,0,0,5410070,120190,0,0,0,0,0,5530260,0,0,1543,1543,0,0,0,0,20000,0,0,0,3286,1112280,19800,25561,9993439,10019000
2010,CHA,1558219,1682398,0,0,668853,3909470,0,0,0,0,0,6209287,137945,0,0,0,0,0,6347232,0,0,1771,1771,0,0,0,0,22955,0,0,0,3771,1150730,28900,34254,11464829,11499083
1960,CON,118560,286520,0,0,464360,869440,0,0,0,0,0,0,0,0,0,0,0,3826,3826,0,0,0,0,0,0,0,0,1207,0,0,0,0,108000,2023,3504,984496,988000
1965,CON,125000,333300,0,0,522170,980470,0,0,0,0,0,0,0,0,0,0,0,4500,4500,0,0,0,0,0,0,0,0,1880,0,0,0,0,111100,3633,9417,1101583,1111000
1970,CON,167549,377637,284,0,612212,1157682,0,0,0,0,0,0,0,0,0,0,0,5292,5292,0,0,0,0,0,0,0,0,2930,0,0,0,0,89420,6523,1153,1261847,1263000
1975,CON,194624,433068,332,0,680090,1308114,0,0,0,0,0,0,0,0,0,0,0,5926,5926,0,0,25,25,0,0,0,0,4565,0,0,0,43,101290,11711,15326,1431674,1447000
1980,CON,221700,528500,380,0,784430,1535010,0,0,0,0,0,0,0,0,0,0,0,6560,6560,0,0,50,50,0,0,0,0,6200,0,0,0,85,100140,16900,4055,1664945,1669000
1985,CON,292350,764250,390,0,673400,1730390,0,0,0,0,0,0,0,0,0,0,0,15780,15780,0,0,75,75,0,0,0,0,7600,0,0,0,128,96200,28450,45377,1878623,1924000
1990,CON,363000,980000,400,0,632640,1976040,0,0,0,0,0,0,0,0,0,0,0,25000,25000,0,0,100,100,0,0,0,0,9000,0,0,0,170,114068,40000,67622,2164378,2232000
1995,CON,358080,1234610,415,0,650459,2243564,0,0,0,0,0,0,0,0,0,0,0,51860,51860,0,0,113,113,0,0,0,0,13800,0,0,0,188,127108,64888,91479,2501521,2593000
2000,CON,498986,1456224,430,0,475000,2430640,0,0,0,0,0,40908,1500,0,0,0,0,0,42408,0,0,127,127,0,0,0,0,18600,0,0,0,207,152000,109000,190018,2752982,2943000
2005,CON,575000,1710000,567,0,580000,2865567,0,0,0,0,0,68120,1800,0,0,0,0,0,69920,0,0,142,142,0,0,0,0,21083,0,0,0,230,198000,214000,37058,3368942,3406000
2010,CON,655027,1947994,645,0,625000,3228666,0,0,0,0,0,75200,2200,0,0,0,0,0,77400,0,0,172,172,0,0,0,0,25628,0,0,0,280,210000,295000,167160,3837146,4004306
1960,DRC,2286787,6347700,2667,46667,2539080,11222901,0,0,0,441,441,0,0,0,0,0,0,216980,216980,0,0,0,0,0,945,0,0,101958,0,0,0,0,2318017,2968,241790,13864210,14106000
1965,DRC,3293573,7820100,4833,73333,3475600,14667439,0,0,0,485,485,0,0,0,0,0,0,257961,257961,0,0,0,0,0,1004,0,0,118080,0,0,0,0,2257300,3983,71748,17306252,17378000
1970,DRC,4750360,9907949,7000,100000,4674551,19439860,0,0,0,534,534,0,0,0,0,0,0,298941,298941,0,0,0,0,0,1067,0,0,136752,0,0,0,0,1746187,5345,9314,21628686,21638000
1975,DRC,5209555,11676429,8020,152500,3485745,20532249,0,0,0,587,587,0,0,0,0,0,0,225820,225820,0,0,525,525,0,1133,0,0,158376,0,0,0,0,1350803,7172,305335,22276665,22582000
1980,DRC,6458750,13444910,9040,205000,4547860,24665560,0,0,0,640,640,0,0,0,0,0,0,390000,390000,0,0,1050,1050,0,1200,0,0,180000,0,0,0,0,955420,9000,174130,26202870,26377000
1985,DRC,6815820,15800310,8470,257500,6196200,29078300,0,0,0,530,530,0,0,0,0,0,0,412500,412500,0,0,1575,1575,0,32600,0,0,175000,0,0,0,0,1120000,72000,88495,30892505,30981000
1990,DRC,7780000,18092240,7900,310000,7112400,33302540,0,0,0,420,420,0,0,0,0,0,0,435000,435000,0,0,2100,2100,0,64000,0,0,170000,0,0,0,0,1150000,135000,302940,35259060,35562000
1995,DRC,9090600,24090090,9450,413270,9545130,43148540,0,0,0,441,441,0,0,0,0,0,0,454530,454530,0,0,2486,2486,0,70740,0,0,195798,0,0,0,0,1223668,174863,181934,45271066,45453000
2000,DRC,10330800,25827000,11000,516540,10325544,47010884,0,0,0,463,463,671502,0,0,0,0,0,0,671502,0,0,2872,2872,0,77481,0,0,155000,0,0,0,0,2850000,427000,458798,51195202,51654000
2005,DRC,12996940,29538500,11800,590770,11132470,54270480,0,0,0,363,363,886155,0,0,0,0,0,0,886155,0,0,3438,3438,0,80500,0,0,180000,0,0,0,0,3100000,472000,84064,58992936,59077000
2010,DRC,21716851,33932580,12600,678652,6786516,63127199,0,0,0,407,407,882247,0,0,0,0,0,0,882247,0,0,3841,3841,0,95000,0,0,200000,0,0,0,0,3200000,345000,11466,67853694,67865160
1965,UGA,84089,2575040,10609,1031612,1530768,5232118,0,0,0,441,441,0,0,0,0,0,0,383786,383786,0,0,0,0,0,54444,7384,0,194441,0,905,0,0,2172690,428,363,8046637,8047000
1970,UGA,114833,3524376,11669,1340202,1683048,6674128,0,0,0,519,519,0,0,0,0,0,0,588400,588400,0,0,0,0,104,67465,5913,0,234363,0,1039,0,0,2210866,1039,22164,9783836,9806000
1975,UGA,156816,4307438,12834,1481101,2295374,8253563,0,0,0,609,609,0,0,0,0,0,0,902101,902101,0,0,182,182,0,83599,4735,0,282481,0,1192,0,0,1961433,2519,56586,11492414,11549000
1980,UGA,198800,5090500,14000,2842000,1757700,9903000,0,0,0,700,700,0,0,0,0,0,4400,1045200,1049600,0,0,363,363,0,99733,3557,0,330600,0,1345,0,0,1462000,4000,265102,12854898,13120000
1985,UGA,366500,5945250,17000,4067820,1158430,11555000,0,0,0,1350,1350,0,0,0,0,0,0,1529503,1529503,0,0,545,545,0,115866,2378,0,225300,0,1497,0,0,1180960,42000,107601,14654399,14762000
1990,UGA,410000,6800000,20000,5993640,332980,13556620,0,0,0,2000,2000,0,0,0,0,0,0,1843204,1843204,0,0,727,727,0,132000,1200,0,120000,0,1650,0,0,840000,80000,71599,16577401,16649000
1995,UGA,385260,8090460,23515,6627310,385260,15511805,0,0,0,2200,2200,0,0,0,0,0,0,2156905,2156905,0,0,908,908,0,157600,1144,0,75000,0,1800,0,0,855000,86115,414523,18848477,19263000
2000,UGA,645000,9129538,27030,7828397,200000,17829965,0,0,0,1500,1500,2503137,131744,0,0,0,0,0,2634881,0,0,1090,1090,0,162000,1089,0,52000,0,2004,0,2091,942000,125000,24380,21753620,21778000
2005,UGA,1192275,11083687,28110,8478400,475000,21257472,0,0,0,2676,2676,2976674,140877,0,0,0,0,0,3117551,0,0,1722,1722,0,170000,1338,0,55000,0,2461,0,3418,1450000,305800,127562,26367438,26495000
2010,UGA,2645114,12450000,29330,9522412,1275000,25921856,0,0,0,2000,2000,3565532,168746,0,0,0,0,0,3734278,0,0,2005,2005,0,182000,1556,0,50000,0,2863,0,3983,1050000,133345,35110,31083886,31118996
1965,KEN,1392288,1469880,168256,387560,2250000,5667984,0,0,0,583,583,0,0,0,0,0,0,389960,389960,0,0,0,0,227,55487,11330,0,100790,0,27127,0,0,3404380,1335,89797,9659203,9749000
1970,KEN,1574580,1911990,224940,562350,2680989,6954849,0,0,0,700,700,0,0,0,0,0,0,735554,735554,0,0,0,0,270,62983,13047,0,123717,0,31042,0,0,3222997,2002,99839,11147161,11247000
1975,KEN,2011950,2414340,300720,736125,3253250,8716385,0,0,0,840,840,0,0,0,0,0,0,838427,838427,0,0,50,50,320,71491,15023,0,151858,0,35521,0,161,3528203,3001,51720,13361280,13413000
1980,KEN,2674000,3076200,376500,909900,4415500,11452100,0,0,0,980,980,0,0,0,0,0,3000,938300,941300,0,0,100,100,370,80000,17000,0,180000,0,40000,0,321,3833410,4000,117419,16549581,16667000
1985,KEN,3863270,3659940,468250,1504950,5389910,14886320,0,0,0,1290,1290,0,0,0,0,0,0,1219980,1219980,0,0,150,150,485,100000,20350,0,210000,0,44000,0,482,3659940,12500,177503,20155497,20333000
1990,KEN,4575000,5250000,560000,2200000,6282000,18867000,0,0,0,1600,1600,0,0,0,0,0,0,1680000,1680000,0,0,200,200,600,120000,23700,0,240000,0,48000,0,642,2989900,21000,39358,23992642,24032000
1995,KEN,7630500,6620060,430400,2654000,6714840,24049800,0,0,0,1693,1693,0,0,0,0,0,0,2032672,2032672,0,0,461,461,664,135801,25611,0,276416,0,53027,0,803,3662640,22592,259820,30262180,30522000
2000,KEN,8900000,8422400,300800,3008000,3250000,23881200,0,0,0,1787,1787,2286080,120320,0,0,0,0,0,2406400,0,0,722,722,728,135000,27523,0,245000,0,58054,0,963,3200000,45000,77623,30002377,30080000
2005,KEN,11532309,10168491,352670,4682745,2300000,29036215,0,0,0,1500,1500,3033504,159658,0,0,0,0,0,3193162,0,0,1118,1118,709,145000,32446,0,225000,0,60000,0,1703,2475000,65000,30147,35236853,35267000
2010,KEN,12524979,11250000,401871,5130000,3095796,32402646,0,0,0,1300,1300,3988185,209904,0,0,0,0,0,4198090,0,0,1266,1266,804,175000,42500,0,250000,0,77561,0,1929,2859459,133500,43053,40144055,40187108
1965,TAZ,950861,2200140,14109,307877,205000,3677987,0,0,0,88,88,0,0,0,0,0,0,3380939,3380939,0,0,0,0,97,21186,3487,0,35000,0,881,0,7928,4506390,13840,25177,11647823,11673000
1970,TAZ,1061840,2787330,13478,398190,422860,4683698,0,0,0,98,98,0,0,0,0,0,0,4108240,4108240,0,0,0,0,98,20440,2933,0,39952,0,780,0,8891,4195068,20454,192348,13080652,13273000
1975,TAZ,1427470,3504215,12875,514995,633793,6093348,0,0,0,109,109,0,0,0,0,0,0,4987570,4987570,0,0,1268,1268,99,19720,2466,0,49976,0,690,0,9972,3828000,30227,288555,15023445,15312000
1980,TAZ,1793100,4621100,12300,631800,804700,7863000,0,0,0,120,120,0,0,0,0,0,9400,5857500,5866900,0,0,2536,2536,100,19000,2000,0,60000,0,600,0,11184,4645000,40000,69560,18510440,18580000
1985,TAZ,2491000,5418050,11750,984950,1086650,9992400,0,0,0,145,145,0,0,0,0,0,0,6737230,6737230,0,0,3804,3804,100,114500,5050,0,81000,0,3400,0,12544,4346600,50000,386227,21346773,21733000
1990,TAZ,3588900,6215000,11200,1538100,1025400,12378600,0,0,0,170,170,0,0,0,0,0,0,8050000,8050000,0,0,5072,5072,100,210000,8100,0,102000,0,6200,0,14069,4697230,60000,103459,25531541,25635000
1995,TAZ,4643395,7632295,12100,2123590,1213480,15624860,0,0,0,194,194,0,0,0,0,0,0,9707840,9707840,0,0,6340,6340,100,249961,9077,0,122223,0,6770,0,15779,4434094,89677,70085,30266915,30337000
2000,TAZ,4725000,8023457,8401,2556117,1676557,16989531,0,0,0,0,0,10557855,1173095,0,0,0,0,0,11730950,0,0,7608,7608,101,289922,10055,0,105000,0,7340,0,17697,4175000,105000,78796,33438204,33517000
2005,TAZ,5298585,8728220,9369,2690811,1868950,18595935,0,0,0,0,0,11213700,1443551,0,0,0,0,0,12657251,0,0,8522,8522,113,279999,11251,0,120000,0,8784,0,19848,5200000,310000,167297,37211703,37379000
2010,TAZ,5939526,9448823,9676,3146249,2030228,20574501,0,0,0,0,0,13736844,1768358,0,0,0,0,0,15505201,0,0,9777,9777,130,322500,12921,0,125000,0,9432,0,22784,5895000,385000,207757,42862247,43070004
1965,BUI,129785,1920000,890,34800,256800,2342275,0,0,0,0,0,0,0,0,0,0,0,28000,28000,0,0,0,0,0,62,0,0,1364,0,0,0,0,834600,11,3688,3206312,3210000
1970,BUI,147904,2126097,1010,45363,281268,2601642,0,0,0,0,0,0,0,0,0,0,0,30266,30266,0,0,0,0,0,303,0,0,1613,0,0,0,0,909960,101,115,3543885,3544000
1975,BUI,168552,2324250,1145,59131,299600,2852678,0,0,0,0,0,0,0,0,0,0,0,34833,34833,0,0,0,0,0,1477,0,0,1906,0,0,0,0,745180,876,108050,3636950,3745000
1980,BUI,189200,2782600,1280,70900,319440,3363420,0,0,0,0,0,0,0,0,0,0,0,39400,39400,0,0,0,0,0,2652,0,0,2200,0,0,0,0,580400,1651,128277,3989723,4118000
1985,BUI,284600,3113880,1140,211450,414620,4025690,0,0,0,0,0,0,0,0,0,0,0,47180,47180,0,0,0,0,0,3826,0,0,3100,0,0,0,0,510200,2425,125579,4592421,4718000
1990,BUI,725000,4165200,1000,0,0,4891200,0,0,0,0,0,100599,5294,0,0,0,0,0,105893,0,0,0,0,0,5000,0,0,4000,0,0,0,0,440000,3200,8707,5449293,5458000
1995,BUI,725175,3700840,1200,358920,638020,5424155,0,0,0,0,0,0,0,0,0,0,0,59820,59820,0,0,0,0,0,5312,0,0,4708,0,0,0,0,472067,3613,12325,5969675,5982000
2000,BUI,751866,3837055,1244,372130,661503,5623798,0,0,0,0,0,222608,11716,0,0,0,0,0,234324,0,0,0,0,0,5624,0,0,5416,0,0,0,0,675000,10500,140338,6554662,6695000
2005,BUI,1295615,4557243,1572,348565,429596,6632591,0,0,0,0,0,214446,10155,0,0,0,0,0,224601,0,0,0,0,0,6422,0,0,6184,0,0,0,0,675000,10350,1852,7555148,7557000
2010,BUI,1839366,5277432,1900,325000,197689,7641386,0,0,0,0,0,206284,8595,0,0,0,0,0,214879,0,0,0,0,0,7220,0,0,6953,0,0,0,0,695000,22000,7728,8587438,8595166
1965,RWA,250466,1210800,418,123231,242082,1826997,0,0,0,0,0,0,0,0,0,0,0,280985,280985,0,0,0,0,0,849,0,0,4552,0,0,0,0,1010900,0,5717,3124283,3130000
1970,RWA,326702,1657591,491,159408,112127,2256319,0,0,0,0,0,0,0,0,0,0,0,307008,307008,0,0,0,0,0,985,0,0,5424,0,0,0,0,1120186,0,78,3689922,3690000
1975,RWA,426141,1929425,575,206204,164513,2726858,0,0,0,0,0,0,0,0,0,0,0,335440,335440,0,0,0,0,0,1142,0,0,6462,0,0,0,0,922460,500,200138,3992862,4193000
1980,RWA,525580,2561260,660,296000,219500,3603000,0,0,0,0,0,0,0,0,0,0,0,464580,464580,0,0,0,0,0,1300,0,0,7500,0,0,0,0,1084020,1000,600,5161400,5162000
1985,RWA,738000,2986520,1080,426500,323120,4475220,0,0,0,0,0,0,0,0,0,0,0,550000,550000,0,0,0,0,0,5650,0,0,10000,0,0,0,0,987280,1500,22350,6029650,6052000
1990,RWA,1292580,3326000,1500,600000,482670,5702750,0,0,0,0,0,0,0,0,0,0,0,556056,556056,0,0,0,0,0,10000,0,0,12500,0,0,0,0,646290,2000,251404,6929596,7181000
1995,RWA,1036800,2436480,1465,466560,418400,4359705,0,0,0,0,0,0,0,0,0,0,0,362880,362880,0,0,0,0,0,5193,0,0,13364,0,0,0,0,311040,8782,123036,5060964,5184000
2000,RWA,1950000,3890713,0,577878,361372,6779963,0,0,0,0,0,325000,3674,0,0,0,0,0,328674,0,0,0,0,0,387,0,0,14229,0,0,0,0,325000,15564,269183,7463817,7733000
2005,RWA,2337920,5125440,1466,425000,175000,8064826,0,0,0,0,0,445104,4496,0,0,0,0,0,449600,0,0,0,0,0,440,0,0,16186,0,0,0,0,369571,22500,68877,8923123,8992000
2010,RWA,2689553,5844606,1459,482000,235250,9252868,0,0,0,0,0,471085,4758,0,0,0,0,0,475843,0,0,0,0,0,517,0,0,19034,0,0,0,0,422312,36200,137662,10206774,10344436
1960,SOM,716,9875,66,562,0,11219,0,0,0,0,0,3765000,0,0,0,0,0,0,3765000,0,0,0,0,0,682,0,0,861,0,0,0,0,0,6386,852,3784148,3785000
1965,SOM,724,8085,148,386,0,9343,0,0,0,0,0,4209000,0,0,0,0,0,0,4209000,0,0,0,0,0,674,0,0,894,0,0,0,0,0,5528,13561,4225439,4239000
1970,SOM,733,5078,332,266,107,6516,0,0,0,0,0,4778000,0,0,0,0,0,0,4778000,0,0,0,0,0,666,0,0,929,0,0,0,0,0,4786,103,4790897,4791000
1975,SOM,741,3189,743,183,1619,6475,0,0,0,0,0,5401000,0,0,0,0,0,0,5401000,0,0,0,0,0,658,0,0,964,0,0,0,0,2050,4143,55710,5415290,5471000
1980,SOM,750,1300,1154,100,3132,6436,0,0,0,0,0,6695000,0,0,0,0,0,0,6695000,0,0,0,0,0,650,0,0,1000,0,0,0,0,4100,3500,2314,6710686,6713000
1985,SOM,875,900,1565,62,2994,6396,0,0,0,0,0,7647500,0,0,0,0,0,157500,7805000,0,0,0,0,0,1525,0,0,1050,0,0,0,0,6150,3200,51679,7823321,7875000
1990,SOM,1000,500,1975,25,2857,6357,0,0,0,0,0,8424750,0,0,0,0,0,148250,8573000,0,0,0,0,0,2400,0,0,1100,0,0,0,0,8200,2900,29043,8593957,8623000
1995,SOM,1666,339,2386,166,1760,6317,0,0,0,0,0,9142000,0,0,0,0,0,259000,9401000,0,0,0,0,0,4027,0,0,1989,0,0,0,0,8022,3686,65959,9425041,9491000
2000,SOM,2332,178,2797,307,663,6277,0,0,0,0,0,9945545,100970,0,0,0,0,0,10046515,0,0,0,0,0,5654,0,0,2878,0,0,0,0,7845,4473,23358,10073642,10097000
2005,SOM,1771,130,1896,220,492,4509,0,0,0,0,0,8228690,75186,0,0,0,0,0,8303876,0,0,0,0,0,4737,0,0,1554,0,0,0,0,6274,4185,28865,8325135,8354000
2010,SOM,1819,100,1698,220,496,4333,0,0,0,0,0,9190389,93303,0,0,0,0,0,9283692,0,0,0,0,0,5225,0,0,2678,0,0,0,0,6820,4087,23510,9306835,9330345
1980,DJI,200,9400,8000,0,0,17600,0,0,0,0,0,0,0,0,0,0,140,330735,330875,0,0,0,0,0,300,0,0,140,0,0,0,0,0,5467,618,354382,355000
1985,DJI,175,8700,4300,0,4300,17475,0,0,0,0,0,0,0,0,0,0,0,404000,404000,0,0,0,0,0,215,0,0,270,0,0,0,0,0,5892,2148,427852,430000
1990,DJI,150,8000,10340,0,5170,23660,0,0,0,0,0,0,0,0,0,0,0,484500,484500,0,0,0,0,0,130,0,0,400,0,0,0,0,0,6350,1960,515040,517000
1995,DJI,319,7049,12020,0,7020,26408,0,0,0,0,0,0,0,0,0,0,0,564940,564940,0,0,0,0,0,192,0,0,476,0,0,0,0,0,6843,2141,598859,601000
2000,DJI,489,5200,4708,0,0,10397,0,0,0,0,0,622050,0,0,0,0,0,0,622050,0,0,0,0,0,255,0,0,0,0,0,0,0,0,4500,798,637202,638000
2005,DJI,605,5000,4900,0,620,11125,0,0,0,0,0,784875,0,0,0,0,0,0,784875,0,0,0,0,0,321,0,0,693,0,0,0,0,0,6700,1286,803714,805000
2010,DJI,656,6100,5500,0,0,12256,0,0,0,0,0,860869,0,0,0,0,0,0,860869,0,0,0,0,0,352,0,0,764,0,0,0,0,0,8500,202,882741,882943
1945,ETH,47452,46436,7246028,1199,769244,8110359,0,0,0,20490,20490,0,0,0,0,0,0,4918820,4918820,0,0,0,0,0,1044,0,0,1021,0,0,0,0,4150000,0,266,17201734,17202000
1950,ETH,106086,47758,7252012,1396,1080599,8487851,0,0,0,21139,21139,0,0,0,0,0,0,5306940,5306940,0,0,0,0,0,1198,0,0,1453,0,0,0,0,5753829,0,590,19572410,19573000
1955,ETH,237171,49117,7258000,1624,1337000,8882912,0,0,0,21808,21808,0,0,0,0,0,0,5730000,5730000,0,0,0,0,0,1375,0,0,2068,0,0,0,0,4429414,0,32423,19067577,19100000
1960,ETH,368256,50475,8205849,1890,1606000,10232470,0,0,0,22476,22476,0,0,0,0,0,0,7245000,7245000,0,0,0,0,0,1577,0,0,2942,0,0,0,0,3105000,0,90535,20609465,20700000
1965,ETH,499341,51834,8877768,2200,1818356,11249499,0,0,0,23145,23145,0,0,0,0,0,0,7717660,7717660,0,0,0,0,0,1810,0,0,4187,0,0,0,0,3625288,0,77411,22621589,22699000
1970,ETH,630426,53192,9419686,2561,2692489,12798354,0,0,0,23813,23813,0,0,0,0,0,0,7653372,7653372,0,0,0,0,0,2077,0,0,5959,0,0,0,0,4135000,0,7425,24618575,24626000
1975,ETH,867513,131596,12419843,2980,1960744,15382676,0,0,0,28906,28906,0,0,0,0,0,0,8130600,8130600,0,0,0,0,0,2383,0,0,8479,0,0,0,0,3523260,2500,23196,27078804,27102000
1980,ETH,1104600,210000,15420000,3400,1229000,17967000,0,0,0,34000,34000,0,0,0,0,0,0,9319500,9319500,0,0,0,0,0,2734,0,0,11000,0,0,0,0,3605000,5000,120766,30944234,31065000
1985,ETH,3667300,245000,18472200,2100,1770200,24156800,0,0,0,22000,22000,0,0,0,0,0,0,14161600,14161600,0,0,0,0,0,3137,0,0,14000,0,0,0,0,4965000,35000,897463,43357537,44255000
1990,ETH,6230000,280000,20675600,800,2067560,29253960,0,0,0,10000,10000,0,0,0,0,0,0,16540480,16540480,0,0,0,0,0,3600,0,0,17000,0,0,0,0,5685790,65000,113170,51575830,51689000
1995,ETH,7852137,351469,22104030,734,2267080,32575450,0,0,0,10975,10975,0,0,0,0,0,0,19270180,19270180,0,0,0,0,0,4130,0,0,17071,0,0,0,0,4534160,76045,188989,56488011,56677000
2000,ETH,9723012,434043,26191668,687,1810399,38159809,0,0,0,11950,11950,20402113,206082,0,0,0,0,0,20608195,0,0,0,0,0,4661,0,0,17143,0,0,0,0,3650000,98200,15042,62549958,62565000
2005,ETH,10227880,450000,30517600,689,975600,42171769,0,0,0,8500,8500,26759000,475000,0,0,0,0,0,27234000,0,0,0,0,0,5471,0,0,18000,0,0,0,0,3500000,79500,26760,73017240,73044000
2010,ETH,14847378,578379,34877700,694,350000,50654152,0,0,0,4500,4500,27906872,425893,0,0,0,0,0,28332765,0,0,0,0,0,6130,0,0,22544,0,0,0,0,3100000,105200,53509,82225291,82278800
1995,ERI,31268,119685,1385240,0,3171,1539364,0,0,0,0,0,0,0,0,0,0,0,1542000,1542000,0,0,0,0,0,685,0,0,904,0,0,0,0,20545,60000,7502,3163498,3171000
2000,ERI,77000,192500,1540000,0,2703,1812203,0,0,0,0,0,1925000,0,0,0,0,0,0,1925000,0,0,0,0,0,770,0,0,1047,0,0,0,0,33500,65000,12480,3837520,3850000
2005,ERI,89460,223650,1699740,0,0,2012850,0,0,0,0,0,2370690,0,0,0,0,0,0,2370690,0,0,0,0,0,895,0,0,1212,0,0,0,0,31200,55755,398,4472602,4473000
2010,ERI,78516,209378,2721914,0,0,3009808,0,0,0,0,0,2100000,0,0,0,0,0,0,2100000,0,0,0,0,0,1047,0,0,1419,0,0,0,0,39500,66898,15778,5218672,5234450
1975,ANG,489840,3325332,0,2550,1469520,5287242,0,0,0,0,0,0,0,0,0,0,0,24418,24418,0,0,655,655,0,0,0,0,450,0,0,0,0,780884,20000,9351,6113649,6123000
1980,ANG,634950,3860450,0,2600,1754750,6252750,0,0,0,0,0,0,0,0,0,0,0,46836,46836,0,0,728,728,0,0,0,0,600,0,0,0,0,683500,30000,4586,7014414,7019000
1985,ANG,800300,4481680,0,2650,2000750,7285380,0,0,0,0,0,0,0,0,0,0,0,69254,69254,0,0,809,809,0,0,0,0,800,0,0,0,0,598260,45000,3497,7999503,8003000
1990,ANG,1300000,5600000,0,2700,2404800,9307500,0,0,0,0,0,0,0,0,0,0,0,91671,91671,0,0,900,900,0,0,0,0,1000,0,0,0,80,513020,60000,45829,9974171,10020000
1995,ANG,1963200,6381440,0,16350,1514240,9875230,0,0,0,0,0,0,0,0,0,0,0,114089,114089,0,0,1000,1000,0,0,0,0,1195,0,0,0,0,578299,86599,159588,10656412,10816000
2000,ANG,1926727,8005243,0,25000,882565,10839535,0,0,0,0,0,0,0,0,0,0,0,130000,130000,0,0,1101,1101,0,0,0,0,1391,0,0,0,109,975000,250000,680864,12197136,12878000
2005,ANG,4320280,9804000,0,30000,875000,15029280,0,0,0,0,0,0,0,0,0,0,0,175000,175000,0,0,1200,1200,0,0,0,0,1811,0,0,0,142,1100000,267000,43567,16574433,16618000
2010,ANG,4396260,11850789,0,37800,750000,17034849,0,0,0,0,0,0,0,0,0,0,0,198750,198750,0,0,1634,1634,0,0,0,0,2064,0,0,0,162,1450000,342000,84717,19029459,19114176
